page,source_url,src_len,count,yes,no,ii,dk
https://www.snopes.com/fact-check/rogue-amazon-drone-white-house/,http://archive.is/al2ad#selection-475.389-486.0,3,0,0,0,0,0
https://www.snopes.com/fact-check/rogue-amazon-drone-white-house/,http://archive.is/paIYZ,3,0,0,0,0,0
https://www.snopes.com/fact-check/rogue-amazon-drone-white-house/,http://archive.is/JF2Ka,3,0,0,0,0,0
https://www.snopes.com/fact-check/trump-wants-executive-order-abolishing-impeachment/,http://newswerthy.com/politics/trump-wants-executive-order-abolishing-impeachment/,2,1,0,0,1,0
https://www.snopes.com/fact-check/trump-wants-executive-order-abolishing-impeachment/,http://newswerthy.com/about/,2,1,0,0,1,0
https://www.snopes.com/fact-check/german-woman-fined-facebook-meme-refugees/,https://www.morgenpost.de/berlin/article210748779/Berlinerin-wegen-Volksverhetzung-auf-Facebook-verurteilt.html,1,1,0,0,1,0
https://www.snopes.com/fact-check/police-radar-missile/,http://web.archive.org/web/20020616050943/http://pollux.com/defenseweb/1996/may96/air2air.htm,3,0,0,0,0,0
https://www.snopes.com/fact-check/police-radar-missile/,http://web.archive.org/web/20011220210905/http://www.info-strategies.com/ects/courses.htm,3,0,0,0,0,0
https://www.snopes.com/fact-check/police-radar-missile/,http://web.archive.org/web/20021017131905/http://spectrum.nawcad.navy.mil/obra93.html,3,0,0,0,0,0
https://www.snopes.com/fact-check/ronald-reagan-taliban-photo/,https://history.state.gov/milestones/1977-1980/soviet-invasion-afghanistan,2,1,0,1,0,0
https://www.snopes.com/fact-check/ronald-reagan-taliban-photo/,https://en.wikipedia.org/wiki/File:Reagan_meets_Afghan_Mujahideen.jpg,2,1,0,1,0,0
https://www.snopes.com/fact-check/vagina-called-front-hole/,https://www.healthline.com/health/lgbtqia-safe-sex-guide,5,0,0,0,0,0
https://www.snopes.com/fact-check/vagina-called-front-hole/,http://archive.fo/0Jwsa,5,0,0,0,0,0
https://www.snopes.com/fact-check/vagina-called-front-hole/,http://archive.fo/vkXMP,5,0,0,0,0,0
https://www.snopes.com/fact-check/vagina-called-front-hole/,http://archive.fo/vGSfw#selection-417.0-422.0,5,0,0,0,0,0
https://www.snopes.com/fact-check/vagina-called-front-hole/,https://www.healthline.com/health/lgbtqia-safe-sex-guide/response#1,5,0,0,0,0,0
https://www.snopes.com/fact-check/trump-stripper-photograph/,https://archive.is/BikXh,2,0,0,0,0,0
https://www.snopes.com/fact-check/trump-stripper-photograph/,https://archive.is/kvWn6,2,0,0,0,0,0
https://www.snopes.com/fact-check/when-a-writer-falls-in-love-with-you/,http://karenfelloutofbedagain.tumblr.com/post/14327141634/what-happens-if-you-fall-in-love-with-a-writer,1,3,0,0,3,0
https://www.snopes.com/fact-check/senate-vote-count-aca/,https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=1&vote=00026,3,0,0,0,0,0
https://www.snopes.com/fact-check/senate-vote-count-aca/,https://www.congress.gov/bill/115th-congress/senate-concurrent-resolution/3,3,0,0,0,0,0
https://www.snopes.com/fact-check/senate-vote-count-aca/,https://www.washingtonpost.com/powerpost/democrats-to-force-tough-votes-in-obamacare-vote-a-rama/2017/01/11/99e3c854-d7fa-11e6-b8b2-cb5164beba6b_story.html?utm_term=.9c63429709a8,3,0,0,0,0,0
https://www.snopes.com/fact-check/prayforchristopher/,https://www.facebook.com/groups/ChristopherHamrickPrayerWarriors/,2,1,0,0,1,0
https://www.snopes.com/fact-check/prayforchristopher/,https://www.facebook.com/photo.asp?fbid=10152684911333948&set=gm.544271382371829&type=1,2,1,0,0,1,0
https://www.snopes.com/fact-check/doug-williams-black-quarterback/,http://www.washingtonpost.com/wp-srv/sports/redskins/longterm/1997/history/allart/xxii.htm,1,0,0,0,0,0
https://www.snopes.com/fact-check/boy-scouts-condoms-jamboree/,http://archive.is/pLxgn,8,0,0,0,0,0
https://www.snopes.com/fact-check/boy-scouts-condoms-jamboree/,https://www.scout.org/,8,0,0,0,0,0
https://www.snopes.com/fact-check/boy-scouts-condoms-jamboree/,https://issuu.com/worldscouting/docs/wosm_wsjguidelines_en_2016,8,0,0,0,0,0
https://www.snopes.com/fact-check/boy-scouts-condoms-jamboree/,https://wsj2019.us/,8,0,0,0,0,0
https://www.snopes.com/fact-check/boy-scouts-condoms-jamboree/,https://wsj2019.us/2018/04/16/women-at-the-world-scout-jamboree/,8,0,0,0,0,0
https://www.snopes.com/fact-check/boy-scouts-condoms-jamboree/,http://archive.is/bs5ou,8,0,0,0,0,0
https://www.snopes.com/fact-check/boy-scouts-condoms-jamboree/,http://www.freerepublic.com/focus/f-chat/822030/posts,8,0,0,0,0,0
https://www.snopes.com/fact-check/boy-scouts-condoms-jamboree/,http://news.bbc.co.uk/2/hi/health/2603273.stm,8,0,0,0,0,0
https://www.snopes.com/fact-check/sarah-huckabee-sanders-voted-among-admired-women-united-states/,http://archive.is/hLGKw,2,0,0,0,0,0
https://www.snopes.com/fact-check/sarah-huckabee-sanders-voted-among-admired-women-united-states/,https://today.yougov.com/,2,1,0,1,0,0
https://www.snopes.com/fact-check/trump-rolls-back-rules-protecting-elderly/,https://www.justice.gov/elderjustice/elder-justice-statutes-0,3,0,0,0,0,0
https://www.snopes.com/fact-check/trump-rolls-back-rules-protecting-elderly/,https://archive.fo/JePXU,3,0,0,0,0,0
https://www.snopes.com/fact-check/trump-rolls-back-rules-protecting-elderly/,https://archive.fo/H25hl,3,0,0,0,0,0
https://www.snopes.com/fact-check/texas-chainsaw-massacre/,http://us.imdb.com/name/nm0001361/,2,1,0,1,0,0
https://www.snopes.com/fact-check/texas-chainsaw-massacre/,http://web.archive.org/web/20030622012901/http://www.bbc.co.uk/crime/caseclosed/gein.shtml,2,2,1,1,0,0
https://www.snopes.com/fact-check/preschoolers-killed-police/,https://www.fbi.gov/news/pressrel/press-releases/fbi-releases-2014-preliminary-statistics-for-law-enforcement-officers-killed-in-the-line-of-duty,1,4,0,4,0,0
https://www.snopes.com/fact-check/roy-moore-muslims-serve-congress/,http://archive.is/Onilk,4,0,0,0,0,0
https://www.snopes.com/fact-check/roy-moore-muslims-serve-congress/,https://www.washingtonpost.com/investigations/woman-says-roy-moore-initiated-sexual-encounter-when-she-was-14-he-was-32/2017/11/09/1f495878-c293-11e7-afe9-4f60b5a6c4a0_story.html,4,0,0,0,0,0
https://www.snopes.com/fact-check/roy-moore-muslims-serve-congress/,https://www.flake.senate.gov/public/index.cfm/press-releases?ID=FE6E0D3D-D9AE-4AF2-963B-275C6308D31A,4,0,0,0,0,0
https://www.snopes.com/fact-check/roy-moore-muslims-serve-congress/,https://ellison.house.gov/about,4,0,0,0,0,0
https://www.snopes.com/fact-check/baby-wipes-recall/,https://www.cpsc.gov/search?site=cpsc_site&output=xml_no_dtd&getfields=*&tlen=120&client=ek_drupal_01&proxystylesheet=ek_drupal_01&filter=p&query=wipes&ie=UTF-8&ulang=&ip=63.74.109.170&access=p&entqr=3&entqrm=0&wc=200&wc_mc=1&oe=UTF-8&ud=1&sort=date%3AD%3AS%3Ad1,2,1,0,1,0,0
https://www.snopes.com/fact-check/baby-wipes-recall/,https://archive.is/y1fi4,2,2,2,0,0,0
https://www.snopes.com/fact-check/faithbook/,http://www.tauxeef.com/facebook-founder-mark-zuckerberg-embraced-islam/,1,1,0,0,1,0
https://www.snopes.com/fact-check/jim-morrison-found-alive/,https://www.ncscooper.com/about-the-nevada-county-scooper/terms-and-conditions/,1,0,0,0,0,0
https://www.snopes.com/fact-check/obama-burial-plot/,https://archive.is/ol3tC,3,0,0,0,0,0
https://www.snopes.com/fact-check/obama-burial-plot/,http://archive.is/idc4z,3,0,0,0,0,0
https://www.snopes.com/fact-check/obama-burial-plot/,https://archive.is/hULLl,3,0,0,0,0,0
https://www.snopes.com/fact-check/700-arrests-el-paso-border/,https://www.usip.org/events/what-drives-violence-central-americas-northern-triangle,4,0,0,0,0,0
https://www.snopes.com/fact-check/700-arrests-el-paso-border/,https://archive.fo/tBAf6#selection-761.0-761.67,4,0,0,0,0,0
https://www.snopes.com/fact-check/700-arrests-el-paso-border/,https://www.apnews.com/f497345d806142718ce6468c85746639,4,0,0,0,0,0
https://www.snopes.com/fact-check/700-arrests-el-paso-border/,https://www.npr.org/2019/01/26/688927771/7-takeaways-from-the-longest-shutdown-in-u-s-history,4,0,0,0,0,0
https://www.snopes.com/fact-check/obamas-own-words-trap-him/,http://www.politicalruminations.com/2011/05/video-and-text-transcript-obamas-promise-to-kill-bin-laden-in-2008.html,1,3,0,0,3,0
https://www.snopes.com/fact-check/super-blue-blood-moon/,https://moon.nasa.gov/news/29/teachable-moment-whats-a-supermoon-and-just-how-super-is-it/,4,0,0,0,0,0
https://www.snopes.com/fact-check/super-blue-blood-moon/,https://science.nasa.gov/science-news/news-articles/a-supermoon-trilogy,4,0,0,0,0,0
https://www.snopes.com/fact-check/super-blue-blood-moon/,https://www.timeanddate.com/eclipse/lunar/2018-january-31,4,0,0,0,0,0
https://www.snopes.com/fact-check/super-blue-blood-moon/,https://www.timeanddate.com/astronomy/moon/distance.html?year=2015&n=137,4,0,0,0,0,0
https://www.snopes.com/fact-check/the-lottery/,http://web.archive.org/web/20071023184733/http://www.state.nj.us/lottery/data/pick3.dat,1,3,0,1,2,0
https://www.snopes.com/fact-check/study-find-mens-beards-filled-poop/,http://www.washingtonpost.com/news/speaking-of-science/wp/2015/05/04/no-your-beard-isnt-full-of-poop-probably/,2,0,0,0,0,0
https://www.snopes.com/fact-check/study-find-mens-beards-filled-poop/,http://www.projectcasting.com/news/beard-study/,2,3,3,0,0,0
https://www.snopes.com/fact-check/dearborn-isis-center/,http://search.atomz.com/search/?sp-q=dearborn&x=24&y=10&sp-a=00062d45-sp00000000&sp-advanced=1&sp-p=all&sp-w-control=1&sp-w=alike&sp-date-range=-1&sp-x=any&sp-c=100&sp-m=1&sp-s=0,1,0,0,0,0,0
https://www.snopes.com/fact-check/celine-dion-flag-hate-this-country/,https://archive.is/ss4WY,5,0,0,0,0,0
https://www.snopes.com/fact-check/celine-dion-flag-hate-this-country/,https://archive.is/CLdgh,5,0,0,0,0,0
https://www.snopes.com/fact-check/celine-dion-flag-hate-this-country/,http://usadailynewsposts.com/index.php/2017/09/01/singer-celine-dion-says-i-cant-even-look-at-an-american-flag-any-more-i-hate-this-country-do-you-support-her/,5,0,0,0,0,0
https://www.snopes.com/fact-check/celine-dion-flag-hate-this-country/,https://archive.is/tTpTs,5,0,0,0,0,0
https://www.snopes.com/fact-check/celine-dion-flag-hate-this-country/,https://archive.is/BuL2F,5,0,0,0,0,0
https://www.snopes.com/fact-check/fukushima-emergency/,http://enenews.com/category/location/japan,3,0,0,0,0,0
https://www.snopes.com/fact-check/fukushima-emergency/,http://enenews.com/steam-coming-from-fukushima-unit-3-reactor-building-observed-multiple-times-this-week,3,0,0,0,0,0
https://www.snopes.com/fact-check/fukushima-emergency/,http://fukushima-diary.com/2014/01/column-reactor3-hoax-and-fukushima-exploiters/,3,0,0,0,0,0
https://www.snopes.com/fact-check/hull-of-a-way-to-die/,http://web.archive.org/web/20051118204804/http://www.greatoceanliners.net/greateastern.html,1,1,0,1,0,0
https://www.snopes.com/fact-check/gemstone-superstitions/,http://www.diamond-legend.info/diamonds/hope.html,1,0,0,0,0,0
https://www.snopes.com/fact-check/rambo-fore/,"http://web.archive.org/web/20011113032123/http://people.aol.com/people/news/now/0,10958,184162,00.html",1,0,0,0,0,0
https://www.snopes.com/fact-check/is-income-tax-voluntary/,https://www.law.cornell.edu/uscode/text/26,2,0,0,0,0,0
https://www.snopes.com/fact-check/is-income-tax-voluntary/,"https://web.archive.org/web/20070813011731/http://www.irs.gov/irs/article/0,,id=172790,00.html",2,1,0,1,0,0
https://www.snopes.com/fact-check/oprah-and-bill-cosby/,http://nahadaily.com/world-news/oprah-bill-cosby-drugged-tried-rape/,1,3,0,0,3,0
https://www.snopes.com/fact-check/did-the-simpsons-predict-mass-shooting-at-black-panther-movie-screening/,https://www.washingtonpost.com/news/business/wp/2018/02/16/black-panther-will-break-box-office-records-but-could-it-change-the-movie-business/,1,0,0,0,0,0
https://www.snopes.com/fact-check/trump-negro-census/,https://www.congress.gov/bill/114th-congress/house-bill/4238/text,3,0,0,0,0,0
https://www.snopes.com/fact-check/trump-negro-census/,https://www.npr.org/sections/thetwo-way/2013/02/25/172885551/no-more-negro-for-census-bureau-forms-and-surveys,3,0,0,0,0,0
https://www.snopes.com/fact-check/trump-negro-census/,https://www.npr.org/2017/12/02/567843266/trump-administration-delays-decision-on-race-ethnicity-data-for-census,3,0,0,0,0,0
https://www.snopes.com/fact-check/lancaster-high-school-beating/,http://local.nixle.com/alert/4892409/,1,1,0,1,0,0
https://www.snopes.com/fact-check/samsung-cellphone-stuck/,https://www.cbsnews.com/news/tom-sizemore-sued-for-allegedly-groping-child-in-2003/,2,1,0,1,0,0
https://www.snopes.com/fact-check/samsung-cellphone-stuck/,http://web.archive.org/web/20180924150617/https://worldnewsdailyreport.com/woman-sues-samsung-for-1-8m-after-cell-phone-gets-stuck-inside-her-vagina/,2,2,2,0,0,0
https://www.snopes.com/fact-check/jill-stein-caught-embezzling-recount-funds-for-marijuana-dinner-party/,http://archive.is/0x2Bo,2,3,3,0,0,0
https://www.snopes.com/fact-check/jill-stein-caught-embezzling-recount-funds-for-marijuana-dinner-party/,http://archive.is/sYRvn,2,0,0,0,0,0
https://www.snopes.com/fact-check/make-america-white-again-billboard/,http://web.archive.org/web/20160608121654/http://ricktylerforcongress.com/2016/06/07/the-billboard-strategy/,1,3,2,1,0,0
https://www.snopes.com/fact-check/baya-weaver-death-video/,https://www.biodiversitylibrary.org/page/48066605#page/1/mode/1up,3,0,0,0,0,0
https://www.snopes.com/fact-check/baya-weaver-death-video/,https://ibcn.in/?page_id=71,3,0,0,0,0,0
https://www.snopes.com/fact-check/baya-weaver-death-video/,https://indianexpress.com/article/india/india-news-india/wild-side-this-birds-mating-is-one-knotty-affair-2859585/,3,0,0,0,0,0
https://www.snopes.com/fact-check/bloody-mary-story/,https://en.wikipedia.org/wiki/Candyman_(film),2,1,0,1,0,0
https://www.snopes.com/fact-check/bloody-mary-story/,http://us.imdb.com/title/tt0146336/combined,2,1,0,1,0,0
https://www.snopes.com/fact-check/daddy-it-hurts/,http://news.bbc.co.uk/2/hi/uk_news/england/2288394.stm,1,3,0,3,0,0
https://www.snopes.com/fact-check/president-obama-bans-the-words-negro-and-oriental/,https://www.congress.gov/bill/114th-congress/house-bill/4238/text,2,3,2,1,0,0
https://www.snopes.com/fact-check/president-obama-bans-the-words-negro-and-oriental/,https://www.facebook.com/Breitbart/posts/10157191501385354,2,1,0,1,0,0
https://www.snopes.com/fact-check/dont-kill-the-messenger/,http://web.archive.org/web/20050206185355/http://help.yahoo.com/help/us/mesg/mesg-20.html,1,1,0,1,0,0
https://www.snopes.com/fact-check/statue-of-limitations-2/,http://www.clowns-international.co.uk/,1,1,0,0,1,0
https://www.snopes.com/fact-check/is-it-illegal-florida-power-home-solar-storm/,https://rationalwiki.org/wiki/Free_energy_(pseudoscience),11,3,0,3,0,0
https://www.snopes.com/fact-check/is-it-illegal-florida-power-home-solar-storm/,https://www.fpl.com/clean-energy/net-metering/guidelines.html,11,3,2,1,0,0
https://www.snopes.com/fact-check/is-it-illegal-florida-power-home-solar-storm/,http://fortune.com/2016/07/12/corporate-citizenship-trust/,11,4,2,2,0,0
https://www.snopes.com/fact-check/is-it-illegal-florida-power-home-solar-storm/,http://www.sma-america.com/products/battery-inverters/sunny-island-4548-us-6048-us.html,11,0,0,0,0,0
https://www.snopes.com/fact-check/is-it-illegal-florida-power-home-solar-storm/,https://www.tesla.com/powerwall,11,4,1,1,2,0
https://www.snopes.com/fact-check/is-it-illegal-florida-power-home-solar-storm/,https://www.bibliotecapleyades.net/ciencia/ciencia_harmonicconquestspace_b.htm,11,4,2,2,0,0
https://www.snopes.com/fact-check/is-it-illegal-florida-power-home-solar-storm/,https://standardscatalog.ul.com/standards/en/standard_1741_2,11,5,2,3,0,0
https://www.snopes.com/fact-check/is-it-illegal-florida-power-home-solar-storm/,http://www.leg.state.fl.us/Statutes/index.cfm?App_mode=Display_Statute&Search_String=&URL=0100-0199/0163/Sections/0163.04.html,11,3,2,1,0,0
https://www.snopes.com/fact-check/is-it-illegal-florida-power-home-solar-storm/,http://www.leg.state.fl.us/Statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0366/Sections/0366.91.html,11,6,1,5,0,0
https://www.snopes.com/fact-check/is-it-illegal-florida-power-home-solar-storm/,http://archive.is/nQmja,11,4,3,1,0,0
https://www.snopes.com/fact-check/is-it-illegal-florida-power-home-solar-storm/,http://thefreethoughtproject.com/florida-illegal-solar-home/,11,5,5,0,0,0
https://www.snopes.com/fact-check/denver-public-urination/,http://denver-co.elaws.us/code/coor_titleii_ch38_artiv_div1_sec38-99,5,0,0,0,0,0
https://www.snopes.com/fact-check/denver-public-urination/,http://archive.is/x9eTJ,5,0,0,0,0,0
https://www.snopes.com/fact-check/denver-public-urination/,https://www.9news.com/article/news/crime/certain-crimes-will-now-have-lighter-sentences-in-denver/442367895,5,0,0,0,0,0
https://www.snopes.com/fact-check/denver-public-urination/,http://archive.is/bZZ9U,5,0,0,0,0,0
https://www.snopes.com/fact-check/denver-public-urination/,https://denver.legistar.com/LegislationDetail.aspx?ID=3030615&GUID=2AEA246B-2932-4EE4-AB0C-C55FC16DA259&Options=ID%7cText%7c&Search=,5,0,0,0,0,0
https://www.snopes.com/fact-check/bill-of-no-rights/,http://web.archive.org/web/20030801200633/http://www.lp.org/lpnews/0010/campaign2000.html,1,3,0,3,0,0
https://www.snopes.com/fact-check/metallica/,http://www.mtv.com/,2,1,0,1,0,0
https://www.snopes.com/fact-check/metallica/,http://www.scoopthis.com,2,0,0,0,0,0
https://www.snopes.com/fact-check/ocasio-cortez-gun-rights-quote/,http://archive.fo/uiteZ,6,0,0,0,0,0
https://www.snopes.com/fact-check/ocasio-cortez-gun-rights-quote/,http://archive.fo/kBM4o,6,0,0,0,0,0
https://www.snopes.com/fact-check/ocasio-cortez-gun-rights-quote/,http://archive.fo/jy73H,6,0,0,0,0,0
https://www.snopes.com/fact-check/ocasio-cortez-gun-rights-quote/,http://archive.fo/ppEIY,6,0,0,0,0,0
https://www.snopes.com/fact-check/ocasio-cortez-gun-rights-quote/,http://archive.fo/8PMSp,6,0,0,0,0,0
https://www.snopes.com/fact-check/ocasio-cortez-gun-rights-quote/,https://ocasio2018.com/issues,6,0,0,0,0,0
https://www.snopes.com/fact-check/the-oz-files/,http://www.halcyon.com/piglet/books1.htm,1,1,0,1,0,0
https://www.snopes.com/fact-check/leaked-e-mail-clinton-foundation-john-oliver/,https://www.clintonfoundation.org/press-releases/hillary-rodham-clinton-melinda-gates-and-chelsea-clinton-join-international-and,1,4,0,4,0,0
https://www.snopes.com/fact-check/santorini-vacation-giveaway/,http://archive.fo/reMfR,4,0,0,0,0,0
https://www.snopes.com/fact-check/santorini-vacation-giveaway/,https://www.greektravel.com/greekislands/santorini/hotels.htm,4,0,0,0,0,0
https://www.snopes.com/fact-check/santorini-vacation-giveaway/,https://www.facebook.com/pg/Santorini-Holidays-684775638611960/posts/?ref=page_internal,4,0,0,0,0,0
https://www.snopes.com/fact-check/santorini-vacation-giveaway/,https://www.onlinetours.ru/oteli/greece/santorini/chromata-up-style-hotel,4,0,0,0,0,0
https://www.snopes.com/fact-check/does-law-family-separation-detention-minors/,https://en.wikipedia.org/wiki/USCIS,6,0,0,0,0,0
https://www.snopes.com/fact-check/does-law-family-separation-detention-minors/,https://en.wikipedia.org/wiki/U.S._Immigration_and_Customs_Enforcement,6,0,0,0,0,0
https://www.snopes.com/fact-check/does-law-family-separation-detention-minors/,https://www.facebook.com/UncleSamsChildren/posts/910278679168132,6,0,0,0,0,0
https://www.snopes.com/fact-check/does-law-family-separation-detention-minors/,https://archive.li/fWhFS,6,0,0,0,0,0
https://www.snopes.com/fact-check/does-law-family-separation-detention-minors/,https://www.senate.gov/pagelayout/history/one_item_and_teasers/partydiv.htm,6,0,0,0,0,0
https://www.snopes.com/fact-check/does-law-family-separation-detention-minors/,https://www.congress.gov/bill/107th-congress/house-bill/5005,6,0,0,0,0,0
https://www.snopes.com/fact-check/money-cash-no/,http://web.archive.org/web/20111111095700/http://www.klfy.com/story/15717759/second-hand-dealer-law,3,0,0,0,0,0
https://www.snopes.com/fact-check/money-cash-no/,https://www.legis.la.gov/Legis/ViewDocument.aspx?d=807330,3,0,0,0,0,0
https://www.snopes.com/fact-check/money-cash-no/,https://legiscan.com/LA/text/HB195/2011,3,0,0,0,0,0
https://www.snopes.com/fact-check/trump-filed-reelection-stop-political-speech-nonprofits/,http://docquery.fec.gov/dcdev/fectxt/1140262.txt,1,0,0,0,0,0
https://www.snopes.com/fact-check/facebook-no-swearing-campaign/,https://www.facebook.com/legal/terms,1,3,0,3,0,0
https://www.snopes.com/fact-check/trump-ban-full-face-veils/,http://archive.is/5D9Jr/,1,3,0,0,3,0
https://www.snopes.com/fact-check/morsi-you-in-court/,http://www.facebook.com/sharer.php?u=https%3A%2F%2Fwww.snopes.com%2Ffact-check%2Fmorsi-you-in-court%2F,1,3,0,2,1,0
https://www.snopes.com/fact-check/black-lives-matter-co-founder-poops-on-ice-rink/,http://archive.is/eSf0b,2,0,0,0,0,0
https://www.snopes.com/fact-check/black-lives-matter-co-founder-poops-on-ice-rink/,http://archive.is/yfCln,2,0,0,0,0,0
https://www.snopes.com/fact-check/democrats-celebrate-shutdown/,http://archive.is/tUTVt,1,0,0,0,0,0
https://www.snopes.com/fact-check/ronald-reagan-fairness-doctrine/,https://www.congress.gov/bill/100th-congress/senate-bill/742,2,1,0,1,0,0
https://www.snopes.com/fact-check/ronald-reagan-fairness-doctrine/,https://www.congress.gov/bill/100th-congress/house-bill/1934,2,1,0,1,0,0
https://www.snopes.com/fact-check/white-house-cancels-all-obama-appearances/,https://hillaryspeeches.com/scheduled-events/,3,0,0,0,0,0
https://www.snopes.com/fact-check/white-house-cancels-all-obama-appearances/,http://archive.is/s7t04,3,0,0,0,0,0
https://www.snopes.com/fact-check/white-house-cancels-all-obama-appearances/,http://archive.is/0XCIl,3,0,0,0,0,0
https://www.snopes.com/fact-check/trump-subscription-box/,https://donate.donaldjtrump.com/big-league-box-49?amount=49&utm_medium=Email&utm_source=ET_80&utm_campaign=20170529_432_BIg-League-Box_DonaldJTrumpCom_JFC&utm_content=GOP_Direct-Ask&additional%5Butm_content%5D=GOP_Direct-Ask_Text-Ask-1,2,3,3,0,0,0
https://www.snopes.com/fact-check/trump-subscription-box/,https://t.co/41zUCxAlYA,2,3,3,0,0,0
https://www.snopes.com/fact-check/eric-clapton-quote-about-prince/,http://www.listology.com/story/rolling-stone-100-greatest-guitarists,2,1,0,1,0,0
https://www.snopes.com/fact-check/eric-clapton-quote-about-prince/,https://www.inverse.com/article/14655-no-the-empire-state-building-isn-t-purple-for-prince-right-now,2,1,0,1,0,0
https://www.snopes.com/fact-check/jenna-tull-quote-age/,https://www.washingtonpost.com/graphics/2018/politics/young-democrats-pelosi-opposition/,5,0,0,0,0,0
https://www.snopes.com/fact-check/jenna-tull-quote-age/,https://www.womenmeanbusiness.com/2017/02/ciara-donlon-finalist-cartier-awards-2017/,5,0,0,0,0,0
https://www.snopes.com/fact-check/jenna-tull-quote-age/,http://www.elections.ny.gov:8080/reports/rwservlet?cmdkey=nysboe_incumbnt,5,0,0,0,0,0
https://www.snopes.com/fact-check/jenna-tull-quote-age/,https://www.govtrack.us/congress/members/NY#representatives,5,0,0,0,0,0
https://www.snopes.com/fact-check/jenna-tull-quote-age/,https://www.dfa.ie/irish-embassy/great-britain/news-and-events/st-brigids-day/,5,0,0,0,0,0
https://www.snopes.com/fact-check/did-roseanne-pose-as-adolf-hitler-photo-shoot/,http://web.archive.org/web/20090717012412/http://www.heebmagazine.com:80/articles/view/229,3,0,0,0,0,0
https://www.snopes.com/fact-check/did-roseanne-pose-as-adolf-hitler-photo-shoot/,https://www.rottentomatoes.com/tv/roseanne/s10,3,0,0,0,0,0
https://www.snopes.com/fact-check/did-roseanne-pose-as-adolf-hitler-photo-shoot/,http://heebmagazine.com,3,0,0,0,0,0
https://www.snopes.com/fact-check/did-trump-alter-the-constitution/,https://obamawhitehouse.archives.gov/1600/constitution,4,0,0,0,0,0
https://www.snopes.com/fact-check/did-trump-alter-the-constitution/,https://www.facebook.com/photo.php?fbid=10155601380324918&set=a.445774499917.228409.636709917&type=3&theater,4,0,0,0,0,0
https://www.snopes.com/fact-check/did-trump-alter-the-constitution/,http://l.facebook.com/l.php?u=http%3A%2F%2FWhitehouse.gov%2F&h=ATO_MWOAw4lZFhd3eA4nKQy-Uxilbqkzj9Z8JWM5hD0VHahbWRn8AZ4YQCrJ9JqXWAKl_-5QkTxzFO3VaMIG9Wjmduxp52emaeI37jnkON3-d1gV1LymIS7U7_4X1wAy&enc=AZOlbAKiC5ysbQbnr1IzYn-oer2d0_w2R2lowu6bHIGQM3vkIjgulSeaUuvFEjwFLoU6snTJH8qbvcYnXGbBA3_fDHqKKFFMGcTl1Q7qHoOFDr4th1zX3mQziGLa758rAxDxtS5wR-x4c46lD_q-M6fq&s=1,4,0,0,0,0,0
https://www.snopes.com/fact-check/did-trump-alter-the-constitution/,http://archive.is/w6LLC,4,0,0,0,0,0
https://www.snopes.com/fact-check/dc-comics-jesus-christ/,https://www.theverge.com/2017/6/24/15865528/preacher-garth-ennis-amc-vertigo-comics-dominic-cooper-ruth-negga,4,0,0,0,0,0
https://www.snopes.com/fact-check/dc-comics-jesus-christ/,https://www.bleedingcool.com/2019/01/09/fox-news-jesus-august/,4,0,0,0,0,0
https://www.snopes.com/fact-check/dc-comics-jesus-christ/,https://www.bleedingcool.com/2018/08/25/jesus-superhero-mark-russell/,4,0,0,0,0,0
https://www.snopes.com/fact-check/dc-comics-jesus-christ/,https://www.cbr.com/dc-jesus-perfect-second-coming/,4,0,0,0,0,0
https://www.snopes.com/fact-check/maryland-billboard-guns-trump-impeachment/,https://web.archive.org/web/20180507162222/https://www.facebook.com/lockhimupnow/photos/a.1822715244708566.1073741829.1738529666460458/1992029857777103/?type=3&theater,1,4,0,1,3,0
https://www.snopes.com/fact-check/24-star-letter/,http://www.washingtonpost.com/wp-dyn/content/article/2006/02/01/AR2006020102465.html,2,0,0,0,0,0
https://www.snopes.com/fact-check/24-star-letter/,http://www.washingtonpost.com/wp-dyn/content/article/2006/02/01/AR2006020102098.html,2,0,0,0,0,0
https://www.snopes.com/fact-check/can-common-household-plant-seeds-used-party-drug/,https://www.amazon.com/Anarchist-Cookbook-William-Powell/dp/1684111374,6,0,0,0,0,0
https://www.snopes.com/fact-check/can-common-household-plant-seeds-used-party-drug/,https://www.ncbi.nlm.nih.gov/pubmed/25036782,6,0,0,0,0,0
https://www.snopes.com/fact-check/can-common-household-plant-seeds-used-party-drug/,https://pubchem.ncbi.nlm.nih.gov/compound/442072#section=Top,6,0,0,0,0,0
https://www.snopes.com/fact-check/can-common-household-plant-seeds-used-party-drug/,https://www.sciencedirect.com/science/article/pii/S0378874113003231?via%3Dihub,6,0,0,0,0,0
https://www.snopes.com/fact-check/can-common-household-plant-seeds-used-party-drug/,http://archive.is/IR4VJ,6,0,0,0,0,0
https://www.snopes.com/fact-check/can-common-household-plant-seeds-used-party-drug/,https://plants.usda.gov/java/ClassificationServlet?source=display&classid=Convolvulaceae,6,0,0,0,0,0
https://www.snopes.com/fact-check/the-barrel-of-bricks/,http://web.archive.org/web/20070428031524/http://paul.merton.ox.ac.uk/work/bricklayer-song.html,1,3,0,3,0,0
https://www.snopes.com/fact-check/penny-stock/,http://www.coinpage.com/coin-image-4839.html,3,0,0,0,0,0
